what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1376766291595
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376766296188
started,bundle,com.google.appengine.eclipse.core,3.2.1.v201303211245-rel-r36,"com.google.appengine.eclipse.core",1376766296489
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1376766296550
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1376766296564
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376766308455
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376766372551
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1376766376969
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1376766380836
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1376766406274
